archivo,hoja,bloque_idx,fila_no,producto,unidad_medida,cant_solicitada,cant_devuelta,cant_adicional,cant_total_salida
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO  BE Y CT  (2,1,4,GALA TAJADA X 60 GR,UNIDAD,8,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO  BE Y CT  (2,1,5,GANSITO X 6 X 37 GR,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO  BE Y CT  (2,1,6,LECHERITA X 8 GALLETAS,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO  BE Y CT  (2,1,Observaciones: BE: (Factura de venta:FVEB417605),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO  BE Y CT  (2,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,0,1,BARRITA CHOCORRAMO,UNIDAD,15,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,0,2,BROWNIE AREQUIPE X 6 UND X 65 GR,CAJA,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,0,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,20,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,0,4,GALA TAJADA X 60 GR,UNIDAD,18,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,0,5,GANSITO X 6 X 37 GR,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,0,6,LECHERITA X 8 GALLETAS,PAQUETE,2,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,0,7,GALLETAS LIMONCITAS X 8,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,0,Observaciones: CT:(Factura de venta:FFVEB418805),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,1,1,BARRITA CHOCORRAMO,UNIDAD,6,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,1,2,BROWNIE AREQUIPE X 6 UND X 65 GR,CAJA,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,1,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,8,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,1,4,GALA TAJADA X 60 GR,UNIDAD,8,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,1,5,GANSITO X 6 X 37 GR,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,1,6,LECHERITA X 8 GALLETAS,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,1,Observaciones: BE:(Factura de venta:FFVEB418805),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-MARZO 11 BE YCT,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",0,1,BARRITA CHOCORRAMO,UNIDAD,15,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",0,2,BROWNIE AREQUIPE X 6 UND X 65 GR,CAJA,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",0,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,50,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",0,4,GALA TAJADA X 60 GR,UNIDAD,18,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",0,5,GANSITO X 6 X 37 GR,PAQUETE,3,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",0,6,LECHERITA X 8 GALLETAS,PAQUETE,3,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",0,7,GALLETAS LIMONCITAS X 8,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",0,Observaciones: CT:(Factura de venta:FVEB420030),,,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",1,1,BARRITA CHOCORRAMO,UNIDAD,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",1,2,BROWNIE AREQUIPE X 6 UND X 65 GR,CAJA,1,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",1,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,6,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",1,4,GALA TAJADA X 60 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",1,5,GANSITO X 6 X 37 GR,PAQUETE,2,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",1,6,LECHERITA X 8 GALLETAS,PAQUETE,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",1,Observaciones: BE:(Factura de venta:FVEB420030),,,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",2,1,BARRITA CHOCORRAMO,UNIDAD,5,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",2,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,6,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",2,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,5,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",2,4,GALA TAJADA X 60 GR,UNIDAD,6,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",2,5,GANSITO X 6 X 37 GR,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",2,6,LECHERITA X 8 GALLETAS,PAQUETE,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",2,7,GALLETAS LIMONCITAS X 8,PAQUETE,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",2,Observaciones: A3:(Factura de venta:FVEB420030),,,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-MARZO 18 BE,CT,A3",2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",0,1,BARRITA CHOCORRAMO,UNIDAD,15,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",0,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,12,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",0,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,15,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",0,4,GANSITO X 6 X 37 GR,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",0,5,LECHERITA X 8 GALLETAS,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",0,6,GALLETAS LIMONCITAS X 8,PAQUETE,2,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",0,Observaciones: CT:(Factura de venta:FVEBXX),,,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",1,1,BARRITA CHOCORRAMO,UNIDAD,4,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",1,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,6,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",1,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,4,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",1,4,GALA TAJADA X 60 GR,UNIDAD,2,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",1,Observaciones: BE:(Factura de venta:FVEBXXX),,,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",2,1,BARRITA CHOCORRAMO,UNIDAD,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",2,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",2,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",2,4,GALA TAJADA X 60 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",2,5,GANSITO X 6 X 37 GR,PAQUETE,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",2,6,LECHERITA X 8 GALLETAS,PAQUETE,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",2,7,GALLETAS LIMONCITAS X 8,PAQUETE,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",2,Observaciones: A3:(Factura de venta:FVEBXX),,,,,,
FAMA_FEBRERO.xlsx,"SALIDAS FAMA-ABRIL28 BE,CT,A3",2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,0,1,BARRITA CHOCORRAMO,UNIDAD,5,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,0,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,10,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,0,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,10,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,0,4,GALA TAJADA X 60 GR,UNIDAD,9,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,0,5,LECHERITA X 8 GALLETAS,PAQUETES,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,0,6,GANSITO X 6 X 37 GR,PAQUETE,12,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,0,,LIMONCITAS X8 GALLETAS,PAQUETES,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,0,Observaciones: BE:(Factura de venta:FVEB427867),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,1,1,BARRITA CHOCORRAMO,UNIDAD,15,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,1,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,12,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,1,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,15,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,1,4,GANSITO X 6 X 37 GR,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,1,5,LECHERITA X 8 GALLETAS,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,1,6,LIMONCITAS X8 GALLETAS,PAQUETES,2,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,1,7,,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,1,Observaciones: ct:(Factura de venta:FVEB427867),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-6 MAYO ,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,0,1,BARRITA CHOCORRAMO,UNIDAD,5,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,0,2,BROWNIE AREQUIPE X 6 UND X 65 GR,CAJA,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,0,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,15,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,0,4,GALA TAJADA X 60 GR,UNIDAD,20,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,0,5,GANSITO X 6 X 37 GR,PAQUETE,2,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,0,6,LECHERITA X 8 GALLETAS,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,0,7,GALLETAS LIMONCITAS X 8,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,0,Observaciones: A3:(Factura de venta:FVEB429060),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,1,1,BARRITA CHOCORRAMO,UNIDAD,6,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,1,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,1,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,1,4,GALA TAJADA X 60 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,1,5,LECHERITA X 8 GALLETAS,PAQUETES,3,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,1,6,GANSITO X 6 X 37 GR,PAQUETE,2,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,1,Observaciones: BE:(Factura de venta:FVEB429060),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,2,1,BARRITA CHOCORRAMO,UNIDAD,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,2,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,2,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,2,4,GALA TAJADA X 60 GR,UNIDAD,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,2,5,GANSITO X 6 X 37 GR,PAQUETE,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,2,6,LECHERITA X 8 GALLETAS,PAQUETE,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,2,7,GALLETAS LIMONCITAS X 8,PAQUETE,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,2,Observaciones: CT:(Factura de venta:FVEBXX),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA-13 MAYO,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,0,1,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,5,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,0,2,CHOCORRAMO TJDA X 65 GR,UNIDAD,5,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,0,3,GALA TAJADA X 60 GR,UNIDAD,10,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,0,4,LECHERITA X 8 GALLETAS,PAQUETES,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,0,5,LIMONCITAS X8 GALLETAS,PAQUETES,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,0,6,,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,0,Observaciones: BE:(Factura de venta:FVEB429995),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,1,1,BARRITA CHOCORRAMO,UNIDAD,20,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,1,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,13,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,1,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,20,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,1,4,GALA X 60 GR,PAQUETE,10,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,1,5,GANSITO X 6 X 37 GR,PAQUETE,2,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,1,6,LECHERITA X 8 GALLETAS,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,1,7,LIMONCITAS X8 GALLETAS,PAQUETES,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,1,Observaciones: ct:(Factura de venta:FVEB429995),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,2,1,BARRITA CHOCORRAMO,UNIDAD,3,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,2,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,6,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,2,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,5,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,2,4,GALA TAJADA X 60 GR,UNIDAD,5,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,2,5,GANSITO X 6 X 37 GR,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,2,6,LECHERITA X 8 GALLETAS,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,2,Observaciones: A3:(Factura de venta:FVEB429995),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 20 MAYO,2,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 27 MAYO,0,1,BARRITA CHOCORRAMO,UNIDAD,10,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 27 MAYO,0,2,BROWNIE AREQUIPE X 6 UND X 65 GR,UNIDAD,15,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 27 MAYO,0,3,CHOCORRAMO TJDA X 65 GR,UNIDAD,15,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 27 MAYO,0,4,GALA X 60 GR,PAQUETE,20,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 27 MAYO,0,5,GANSITO X 6 X 37 GR,PAQUETE,12,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 27 MAYO,0,6,LECHERITA X 8 GALLETAS,PAQUETE,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 27 MAYO,0,7,LIMONCITAS X8 GALLETAS,PAQUETES,1,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 27 MAYO,0,Observaciones: ct:(Factura de venta:FVEB431074),,,,,,
FAMA_FEBRERO.xlsx,SALIDAS FAMA 27 MAYO,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,1,CHICHARRON CARNUDO NAT x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,2,CHICHARRON CARNUDO PICANTE x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,3,MIXTON BBQ x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,4,MIXTON NATx6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,5,PAPA MAYONESA  x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,6,PAPA BBQx6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,7,PAPA POLLO x7,DISPLAY,5,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,8,PAPA CEBOLLITAS,UNIDAD,33,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,9,ROSQUILLAS DE QUESO x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,10,TROCILLOS x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,11,PLATANO SALADO x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,12,PLATANO AGRIDULCE,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,Observaciones: FEBF-056059,,,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF,0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,1,CHICHARRON CARNUDO NAT x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,2,CHICHARRON CARNUDO PICANTE x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,3,MIXTON BBQ x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,4,MIXTON NATx6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,5,PAPA MAYONESA  x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,6,PAPA BBQx6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,7,PAPA POLLO x7,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,8,PAPA CEBOLLITAS,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,9,ROSQUILLAS DE QUESO x6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,10,TROCILLOS x6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,11,PLATANO SALADO x6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,12,PLATANO AGRIDULCE,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,Observaciones:,,,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),0,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,1,CHICHARRON CARNUDO NAT x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,2,CHICHARRON CARNUDO PICANTE x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,3,MIXTON BBQ x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,4,MIXTON NATx6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,5,PAPA MAYONESA  x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,6,PAPA BBQx6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,7,PAPA POLLO x7,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,8,PAPA CEBOLLITAS,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,9,ROSQUILLAS DE QUESO x6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,10,TROCILLOS x6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,11,PLATANO SALADO x6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,12,PLATANO AGRIDULCE,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,Observaciones:,,,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),1,Espacio para Nombre y firma DESPACHADOR,,Espacio para Nombre y firma RECEPTOR,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),2,1,CHICHARRON CARNUDO NAT x6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),2,2,CHICHARRON CARNUDO PICANTE x6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),2,3,MIXTON BBQ x6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),2,4,MIXTON NATx6,BOLSA,,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),2,5,PAPA MAYONESA  x6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),2,6,PAPA BBQx6,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),2,7,PAPA POLLO x7,BOLSA,1,,,
FEBRERO__VICKY_.xlsx,VIKCYDF (CF),2,8,ROSQUILLAS DE QUESO x6,BOLSA,1,,,
